,face_size_x,face_size_y,face_avg,body_avg,label
186,101,106,227.90257799364844,215.73814554567343,2
187,99,103,231.4147298224968,214.41101715045846,2
188,98,103,229.52645135724194,215.111259255732,2
189,100,104,230.13663461538462,216.1832287961056,2
190,101,105,224.95058934464876,215.5547239090524,2
191,99,109,222.64766935409136,211.88859670093234,2
192,100,108,224.4225,212.07529466682226,2
193,98,112,225.56942419825072,213.57329192546584,2
194,99,111,226.51032851032852,212.50047156465152,2
195,101,110,227.47416741674166,211.77737346229694,2
196,102,108,224.97249455337692,212.75289809437174,2
197,100,115,227.04365217391305,212.77723267921505,2
198,101,109,223.53819602143702,210.75672330905803,2
199,100,109,227.13706422018348,212.04649622141525,2
200,100,110,228.642,213.82705479452054,2
201,100,113,230.50530973451328,214.1806633733239,2
202,99,113,229.5600250290516,214.83039591315455,2
203,100,111,228.5500900900901,215.35101824780725,2
204,99,109,226.81521638402373,214.3576319367198,2
205,98,106,227.08625336927224,212.8953783524904,2
206,101,108,228.72827282728272,214.0104925677645,2
207,99,109,228.2641089797053,214.82999204059297,2
208,99,108,226.61485222596335,213.7166740315216,2
209,97,108,226.18251240931653,213.91188701065425,2
210,100,108,226.22,212.35519825918763,2
211,102,106,226.85747317795042,212.20506118569563,2
212,101,105,228.17114568599717,212.7984317452774,2
213,101,106,227.79432094152813,213.6001054245735,2
214,101,107,226.75497362820394,212.54054054054055,2
215,101,106,225.42247337941342,213.65664058773018,2
216,103,104,226.5041075429425,214.33451077357824,2
217,104,110,226.49562937062936,214.72242063492064,2
218,104,111,228.92420304920304,214.77460674157302,2
219,99,112,227.19742063492063,213.98922369765066,2
220,103,109,228.50770464059855,214.0379706909938,2
221,102,109,227.86868141752115,215.4852640793697,2
222,101,105,229.27232437529466,214.3485248996932,2
223,101,106,226.80179338688586,214.81612995974697,2
224,100,107,228.28383177570095,214.4666860846137,2
225,101,108,227.249633296663,214.92973952213083,2
226,99,108,227.4618406285073,214.77221421112824,2
227,101,104,229.74457349581112,214.61687719129725,2
228,101,104,230.71715536938308,214.1775206057121,2
229,100,109,226.6234862385321,214.72701113784635,2
230,101,106,225.52503269194844,214.6632927983689,2
231,100,107,225.5171028037383,214.3900993507771,2
232,100,107,225.6552336448598,213.18456128270705,2
233,98,110,226.47578849721708,214.61189216427312,2
234,100,110,226.68990909090908,214.55997988939166,2
235,100,112,226.3725892857143,215.565776003276,2
236,101,113,228.0156838692719,215.15926926212802,2
237,100,113,225.79345132743362,214.54241319971658,2
238,99,111,223.7932477932478,215.02538967520667,2
239,99,110,225.31432506887052,213.2978173899833,2
240,98,110,225.19721706864564,211.23499693815063,2
241,98,109,228.9022654933533,214.7692347412992,2
242,95,111,229.91844476055002,214.780325954239,2
243,98,115,228.62147293700087,217.04407951598964,2
244,96,111,230.70045045045046,216.8343531937735,2
245,98,112,228.41772959183675,216.20607764390897,2
246,98,111,228.9839124839125,217.01334569045412,2
247,96,110,226.41912878787878,216.3821615277926,2
248,96,109,226.9124617737003,215.1507036336904,2
249,99,110,227.31340679522498,217.4473643249974,2
250,97,109,225.93019956492952,212.8739906832298,2
251,101,113,228.94278454394112,214.91248701973,2
252,102,113,229.00615998611835,213.3893413050201,2
253,98,114,225.6589688506982,214.7944967902257,2
254,99,116,225.86276558690352,215.28335270566964,2
255,102,114,227.47609219126247,213.4536403861625,2
256,100,108,226.27333333333334,213.11164717348927,2
257,103,112,220.8747399445215,212.4747447476929,2
258,103,109,225.8544580030284,214.63049594659037,2
259,103,101,228.24291069883688,216.17405437352247,2
260,102,111,227.28563857975624,216.09910261412406,2
261,101,108,227.03126145947928,215.41338112305854,2
262,103,107,227.27765175573904,214.94536150544735,2
263,104,112,220.61581387362637,214.1330652168516,2
264,99,104,225.40879953379954,213.43996021031688,2
265,102,111,228.48180533474653,214.7384408869444,2
266,100,107,224.7341121495327,215.73944931473022,2
267,99,109,225.25317394124733,215.52472527472528,2
268,100,107,228.11429906542057,214.7033291503654,2
269,100,111,230.66666666666666,213.83203023869933,2
270,106,108,228.30992313067784,211.08434062538623,2
271,103,104,226.71032486930545,213.5063616938617,2
272,104,104,225.15042529585799,213.54740794573644,2
273,103,103,223.99387312659064,213.90455031080032,2
274,104,107,225.42415528396836,213.32048180875748,2
275,103,106,226.88477743176406,213.31913778908765,2
276,103,108,227.15354189140598,213.28832024959743,2
277,101,111,231.1811613593792,214.56257622544567,2
278,101,109,230.59233354528112,213.74540861437413,2
279,101,110,228.73933393339334,213.1583680687129,2
280,101,112,228.20880480905234,213.21845008981268,2
281,103,112,226.47988904299584,214.36838624338625,2
282,102,111,225.0202261084614,213.5567253259561,2
283,101,110,229.2024302430243,213.47668630637952,2
284,100,110,228.44636363636363,213.50862946746767,2
285,98,109,228.37961055982026,213.77082709020078,2
286,99,109,226.48929663608564,214.18396833250867,2
287,98,107,225.36267404157925,214.64093893468925,2
288,97,112,223.8168262150221,212.54882731423828,2
289,99,113,223.09493161705552,211.10639287098024,2
290,100,109,222.20990825688074,213.59724569951277,2
291,98,112,226.27769679300292,211.88677529367183,2
292,97,113,226.15089864063498,213.7792508688377,2
293,100,108,221.46944444444443,212.91818668223164,2
294,102,111,223.31346051934287,213.02969759755317,2
295,102,107,226.24482316291002,213.51072087396085,2
296,99,110,225.50927456382001,212.56488493493126,2
297,102,111,224.3629217452747,211.24330104724913,2
298,104,112,224.8457245879121,213.0209884575532,2
299,105,113,227.26337968815844,213.62287869264614,2
300,107,115,224.3842340511987,212.9973578376356,2
301,106,113,225.01911838370344,213.3413808870599,2
302,108,111,225.06014347681014,213.54668644239197,2
303,108,114,225.68266731643925,214.26805778491172,2
304,109,114,225.71406727828747,214.08965829373162,2
305,108,115,223.49806763285025,214.7214739229025,2
306,110,117,225.26083916083917,213.72345420151788,2
307,109,116,225.7745966466308,214.45732066078298,2
308,108,114,225.98927875243666,215.13531015678254,2
309,108,115,227.03566827697261,213.3597582077844,2
310,108,113,226.14478859390363,210.5979020979021,2
311,103,109,226.4958581989846,213.0161369961397,2
312,108,110,222.2888888888889,213.90187332738626,2
313,102,108,218.51797385620915,212.2795725815619,2
314,98,110,223.46725417439703,211.76341712359658,2
315,99,109,224.33917153183208,213.95918703007519,2
316,98,104,225.43985478806908,212.56609566903686,2
317,94,104,227.27240180032734,215.4827752117013,2
318,96,104,228.2186498397436,214.8171027131783,2
319,93,106,228.01308581862446,216.15891502566853,2
320,93,107,229.14722138478544,215.42243072787429,2
321,92,111,229.17117117117118,218.91767554479418,2
322,95,111,227.95798956851587,221.91077338923213,2
323,96,106,227.07291666666666,220.68822449514818,2
324,93,109,226.6018545920884,219.71651856553476,2
325,94,108,230.13337273443656,218.4613502043792,2
326,93,109,228.9755351681957,214.59473221670802,2
327,95,110,229.76248803827752,215.3138596491228,2
328,94,108,228.7724586288416,216.8581087977138,2
329,96,108,229.9171489197531,215.06601710081526,2
330,96,109,229.50172018348624,214.5558486584263,2
331,95,110,228.55052631578948,214.36379545513034,2
332,93,106,229.74152972205314,214.9531191398925,2
333,93,107,228.23565470806955,215.42376307676759,2
334,94,107,227.7193278981905,213.1954851583936,2
335,93,109,228.5813357008977,214.50830244249227,2
336,92,110,230.18112648221344,214.98933896361171,2
337,93,109,230.02663509914177,214.85843561472853,2
338,92,108,229.6977657004831,214.84468595336497,2
339,93,108,230.18876941457586,214.82579150972208,2
340,92,110,228.52213438735177,216.25847610227916,2
341,92,110,229.41600790513834,215.1126437951746,2
342,93,110,229.49550342130988,215.20603767836286,2
343,94,108,229.75295508274232,215.62075259407425,2
344,95,109,228.4934814099469,215.96881617424626,2
345,95,109,228.0645098985997,215.1155591408692,2
346,95,109,228.71656204732014,215.16491882625795,2
347,93,111,228.27182020730407,215.1719508416813,2
348,95,109,227.56967648478997,214.84258769610435,2
349,97,106,222.4056603773585,216.55314246494754,2
350,94,102,225.61524822695034,215.37197273073988,2
351,95,107,227.28430890309886,215.24335474308302,2
352,98,110,225.18756957328387,214.9248998998999,2
353,97,110,227.4007497656982,215.7857033911231,2
354,97,111,226.74728336584008,215.79920814479638,2
355,97,110,228.68434864104967,214.7939416792358,2
356,95,102,227.41486068111456,215.73487442922374,2
357,94,105,225.62887537993922,216.11698343079922,2
358,95,106,230.31201588877855,215.79380660954712,2
359,95,105,229.8552380952381,215.81856280044374,2
360,96,109,230.22180810397555,215.36297859511606,2
361,96,107,230.9598909657321,215.9946384653222,2
362,96,107,228.11672507788163,214.8359375,2
363,95,107,227.46453516969996,215.70007422068284,2
364,94,107,225.14605289321932,216.56837307152875,2
365,95,103,225.60398569238632,214.3397981254506,2
366,96,107,226.9999026479751,215.76577442571232,2
367,96,108,224.19251543209876,215.02277002277003,2
368,98,107,226.83415983215716,213.7696505196319,2
369,98,107,226.58125119206562,214.515109148884,2
370,98,106,227.39237581825182,215.27910228108902,2
371,99,110,223.6613406795225,215.61783099450884,2
372,95,111,228.77828354670459,214.73153082549635,2
373,95,109,229.61970062771607,216.15314477592665,2
374,98,108,231.53722600151173,214.81270709910635,2
375,97,106,229.38338844582765,212.64616096207214,2
376,94,104,226.4094721767594,216.03687773592588,2
377,96,110,230.81676136363637,217.57040747258696,2
378,94,107,232.61572877311593,219.14197775488097,2
379,93,112,232.07622887864824,220.9032394843962,2
380,92,117,232.34132292827945,219.95520778690914,2
381,92,114,232.04319221967964,221.27572521699406,2
382,90,108,233.23827160493826,221.5806274078151,2
383,90,109,233.2992864424057,222.38544303797468,2
384,90,110,232.40515151515152,220.95315064682154,2
385,91,112,231.37990580847725,220.7507198915928,2
386,93,109,232.5624938344678,219.6784722222222,2
387,95,108,233.55818713450293,218.1605734767025,2
388,93,109,232.72496793923253,219.2965896589659,2
389,93,107,231.94955280876295,220.22923542354235,2
390,94,108,232.5669818754925,219.07234183871145,2
391,93,108,232.34080047789726,219.57136912193093,2
392,93,107,232.19354838709677,218.06669410150892,2
393,94,107,232.72489560548817,219.93234811165846,2
394,92,107,232.81704591629418,218.98786590615583,2
395,94,107,232.24537681447603,219.433979438852,2
396,95,107,230.86492867683228,217.16428740436942,2
397,95,105,232.1181954887218,219.18894760364907,2
398,96,107,231.01830218068537,219.2899957788096,2
399,95,107,230.53261190359075,217.00590692600377,2
400,93,109,229.78198678109894,216.887091222031,2
401,95,107,229.05184456468274,214.77490401577253,2
402,95,107,230.87634038366946,214.39119303635434,2
403,96,108,230.56838348765433,213.83844691129613,2
404,97,110,231.36026241799436,213.93112521281535,2
405,96,107,232.04604750778816,214.586473453967,2
406,95,108,230.45506822612086,213.14873685784045,2
407,96,108,228.87760416666666,213.1834428514536,2
408,97,109,225.05183013335855,214.26675309134424,2
409,96,103,224.84223300970874,214.82156107305937,2
410,99,111,226.72299572299573,213.61168539325843,2
411,97,112,221.2496318114875,211.9516281382053,2
412,96,112,227.58993675595238,210.96635642355812,2
413,97,109,230.53154260853117,212.5156156753531,2
414,96,110,228.31155303030303,209.75007476076556,2
415,96,109,230.99474388379204,211.23543956043957,2
416,99,108,229.2336326225215,212.4238537117904,2
417,96,107,227.97507788161994,213.37782694198623,2
418,98,110,226.15371057513914,213.2045957361223,2
419,98,106,225.16721216788602,213.21548148148148,2
420,96,109,224.68061926605503,213.41603264977076,2
421,96,109,225.08772935779817,213.76023496819207,2
422,94,112,226.9008358662614,214.688326446281,2
423,94,111,227.74573509679894,213.60438871473355,2
424,97,108,227.90435280641466,213.27054444606628,2
425,96,105,226.34047619047618,214.0718603561387,2
426,96,108,226.07127700617283,214.09807235407942,2
427,94,111,225.86036036036037,215.90788923719958,2
428,94,105,226.8903748733536,215.31179673321233,2
429,95,110,227.162009569378,215.84942528735633,2
430,93,111,226.97704155768673,215.50950137213275,2
431,93,109,226.66301667159908,215.4745541975556,2
432,92,106,229.7778917145201,215.24248916469662,2
433,93,110,227.10293255131964,214.93678774928776,2
434,94,110,228.19206963249516,214.64575785024155,2
435,96,108,224.3961226851852,215.21659869293893,2
436,95,108,225.7477582846004,215.54188829787233,2
437,96,108,226.2247299382716,215.02230848606948,2
438,96,107,223.9841316199377,214.8316518779628,2
439,94,111,225.2830170596128,214.8497353945619,2
440,98,114,225.26342642320085,217.0505572821777,2
441,97,115,226.25011205737337,215.5218207932825,2
442,98,112,225.72940962099125,217.9682355540824,2
443,94,113,225.9285445302203,217.75598591549297,2
444,96,111,225.6119557057057,216.51658590054228,2
445,95,113,224.1445738239404,216.20504813947437,2
446,96,115,225.71748188405797,216.9522063172838,2
447,95,113,225.26585933861202,216.65405957943926,2
448,95,112,224.6484022556391,216.23127186515165,2
449,94,111,225.96463484761358,217.14033957845433,2
450,94,110,224.58858800773694,216.8135831381733,2
451,91,110,223.8961038961039,217.96512285927028,2
452,93,110,226.07478005865102,217.7208830753413,2
453,92,110,225.00780632411067,215.8972539517711,2
454,89,111,224.8868306508756,215.35766978922717,2
455,90,109,224.33843017329255,214.9428910019469,2
456,88,110,222.92530991735538,216.0351533066713,2
457,90,108,223.9508230452675,214.0448106471697,2
458,87,106,223.51257861635222,215.4719887955182,2
459,88,109,221.8399708090075,215.46611799309915,2
460,87,107,222.64851219250187,214.9549921383648,2
461,87,107,223.51015146632292,215.94465970350404,2
462,88,107,221.99957519116398,216.5768499888218,2
463,90,107,222.34184839044653,214.61315989955136,2
464,90,107,221.68909657320873,214.51257018707147,2
465,90,107,221.7998961578401,215.03459270336614,2
466,89,108,221.49396587598835,216.725584691708,2
467,90,107,222.62242990654207,216.04929319150136,2
468,90,107,223.4134994807892,216.21494878812675,2
469,89,108,222.03485226799833,215.11398692810457,2
470,90,108,221.7158436213992,215.4260581481693,2
471,90,108,222.17294238683127,216.01773576283773,2
472,89,108,222.8391593841032,216.3297274031564,2
473,90,107,223.46998961578402,214.28399716513113,2
474,92,108,222.97926731078906,216.56387231167662,2
475,92,108,224.08192431561997,216.55399061032864,2
476,91,107,223.41316627297937,215.5208156569942,2
477,92,107,223.24390491670053,218.04477063182307,2
478,93,110,221.58367546432063,217.91447653742736,2
479,94,110,221.9573500967118,217.9908636192789,2
480,94,109,221.44075736872927,216.1559661849546,2
481,92,109,222.31621459912245,215.72967479674796,2
482,93,107,221.09164908049442,216.51413516226162,2
483,95,108,221.7546783625731,216.83037043278006,2
484,92,109,221.54337854008776,218.41397572426428,2
485,93,108,222.41925527678217,217.03817612369855,2
486,95,108,220.62992202729046,216.8594939197349,2
487,93,108,223.26443647949023,217.82572543695912,2
488,94,109,221.4471989068905,216.787618859513,2
489,95,109,222.90816030902945,215.92681004391397,2
490,93,109,222.6053072901253,217.3492785984198,2
491,94,108,224.88918439716312,216.07059620213877,2
492,95,107,224.0850959173635,215.56470949035352,2
493,94,109,225.84471989068905,217.25041412006627,2
494,94,116,221.4314013206163,217.34923572963936,2
495,93,112,226.07450076804915,217.39684274089197,2
496,91,108,227.8992673992674,218.8990163552762,2
497,91,106,229.81163176446196,219.25874228621805,2
498,92,106,225.11454060705498,220.77194822316773,2
499,91,109,229.04103236213328,219.45867542419268,2
500,91,109,226.28137917128743,219.96197284632945,2
501,90,108,225.5843621399177,220.6508280638362,2
502,90,107,226.73177570093458,220.27177700348432,2
503,92,108,225.79830917874395,219.43519846963176,2
504,90,108,225.60360082304527,218.68334735071488,2
505,91,109,223.76408912188728,218.85182166681759,2
506,93,110,227.44516129032257,217.61123250457686,2
507,90,112,225.33015873015873,216.4763000852515,2
508,92,111,226.77134743439092,215.68187514240145,2
509,94,118,225.92643346556076,216.47589942645268,2
510,99,114,225.04297359560516,216.55404875315213,2
511,94,113,223.77687817736773,216.99760025443086,2
512,91,111,226.2044352044352,215.52960384978945,2
513,95,108,223.55185185185186,214.9101061781372,2
514,96,109,223.1815749235474,215.01075056433407,2
515,96,110,223.0964015151515,214.0815487407915,2
516,98,113,225.7272891457468,214.69973973395025,2
517,98,108,220.93575207860923,214.4870554282319,2
518,98,109,221.3922486425763,213.13365148228488,2
519,99,108,222.0958660680883,215.24786177105833,2
520,98,108,220.99026832955406,213.17716063477565,2
521,98,108,220.22250566893425,213.63690527838034,2
522,97,108,219.26126384116074,213.8886462882096,2
523,97,111,228.00733723414135,214.28325621746674,2
524,97,115,225.42895562528014,213.68552870433402,2
525,95,113,220.1330228225431,214.8009009009009,2
526,96,110,223.39507575757577,214.07463635860847,2
527,94,109,223.17343353503807,214.3608131154756,2
528,93,109,225.19177271382065,216.57931034482758,2
529,92,110,228.95355731225297,216.93845126464288,2
530,91,112,227.55141287284144,216.22036034487698,2
531,88,111,224.13083538083538,216.61632759520083,2
532,89,110,225.26905005107253,216.01260897548417,2
533,91,112,225.00147174254317,216.4927472784053,2
534,92,110,225.36650197628458,217.2938795713953,2
535,91,110,225.11178821178822,216.40156619385343,2
536,95,112,223.4171992481203,216.47585450449114,2
537,95,114,225.4954755309326,217.20491803278688,2
538,93,110,226.70645161290324,217.1348591549296,2
539,92,110,227.52361660079052,217.45034132171386,2
540,90,109,226.9506625891947,217.8685060254858,2
541,89,111,225.79350136653508,217.69641587677725,2
542,90,112,226.5090277777778,218.69821225028497,2
543,89,116,226.63318481208833,218.58138899015677,2
544,88,115,226.54624505928854,219.88613998827776,2
545,90,114,226.99746588693958,218.24310979441603,2
546,88,112,227.70505275974025,218.45629754352206,2
547,87,112,228.0354064039409,217.5497921615202,2
548,93,117,226.01663450050546,218.82204195637962,2
549,90,116,224.19176245210727,219.12350728445188,2
550,90,115,225.64193236714976,218.90822784810126,2
551,92,116,224.54535232383807,218.05239017125837,2
552,90,114,223.6845029239766,217.08932579226143,2
553,91,115,224.38681318681319,217.65247952345496,2
554,90,115,225.2865700483092,217.18205158824935,2
555,90,115,226.99004830917875,218.10893838070217,2
556,89,115,225.73004396678064,217.31657567940488,2
557,90,113,226.43952802359883,217.86637115839244,2
558,89,112,225.83627608346708,217.8399742554561,2
559,88,114,226.0622009569378,216.6228088637662,2
560,89,117,226.46989340247768,217.46445497630333,2
561,90,113,226.6521140609636,217.81744555762194,2
562,90,112,226.8987103174603,218.4519256665769,2
563,89,109,226.17420884444903,218.55072845357205,2
564,88,108,226.57670454545453,219.46139409401485,2
565,79,75,229.29974683544305,218.00997188024292,2
566,79,76,227.72868087941373,216.84890214797136,2
567,85,105,226.9178711484594,220.04623000088395,2
568,85,110,225.93786096256684,218.8961607142857,2
569,88,110,226.3539256198347,219.3926743872879,2
570,90,111,226.96116116116116,218.3637087264151,2
571,86,109,227.02880307232772,216.96229026120048,2
572,88,109,228.12114261884903,218.384803364401,2
573,88,112,229.36627435064935,217.74044956906593,2
574,86,112,228.9233803986711,217.11386420085586,2
575,88,112,229.82102272727272,217.93755896226415,2
576,88,110,228.81322314049586,217.28153389238295,2
577,87,109,229.56680375408627,219.01392084675564,2
578,89,111,225.25447919829944,217.26598272764156,2
579,87,111,226.52728590659626,217.79741466957154,2
580,87,111,225.27151289220254,218.4165577342048,2
581,88,111,225.6044226044226,219.06520605112155,2
582,86,111,225.56777707940498,216.22723529411763,2
